更新时间,#genre#
20260908 08:17,url


RespoTime,whitelist,#genre#
572.79ms,SKY NEWS,http://skyfilex.fun/live/249433528395/864483763454/1060.ts
572.80ms,龙泉新闻,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed?
572.97ms,山东体育,http://222.134.245.16:9901/tsfile/live/1006_1.m3u8
573.06ms,四川卫视,http://222.134.245.16:9901/tsfile/live/0123_1.m3u8
573.11ms,平湖民生,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed?
573.14ms,30A Loomered TV,https://30a-tv.com/loomer.m3u8
573.28ms,浙江卫视,http://222.134.245.16:9901/tsfile/live/0124_1.m3u8
573.34ms,CCTV5+,http://222.134.245.16:9901/tsfile/live/0016_1.m3u8
573.39ms,关淑怡-难得有情人,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cockvfrc77uecmqmqq40&ratio=720p&line=0
573.43ms,TVR 1 Ⓖ,https://tvr-1.lg.mncdn.com/tvr1/smil:tvr1.smil/playlist.m3u8
573.66ms,周杰伦-花海,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ct25167og65te5cdbhj0&ratio=720p&line=0
573.67ms,央视台球,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8
573.68ms,北京卫视,http://222.134.245.16:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
573.79ms,CCTV11,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8
573.82ms,西宁新闻频率,http://ls.qingting.fm/live/3400403.m3u8
574.02ms,人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
574.08ms,NDR Schleswig-Holstein Ⓖ,https://mcdn.ndr.de/ndr/hls/ndr_fs/ndr_sh/master.m3u8
574.12ms,Mystery TV,https://aenetworks-mysterytv-rakuten.amagi.tv/playlist.m3u8
574.24ms,UniNettuno University TV Ⓖ,https://stream6-rai-it.akamaized.net/live/uninettuno/playlist.m3u8
574.42ms,大太平洋,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2d7f4eeaed2e4ad080bcf324eb21bc0d/4000.m3u8
574.45ms,岳阳交通广播 FM106.1,http://ls.qingting.fm/live/88931.m3u8
574.64ms,CCTV14,http://222.134.245.16:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
574.68ms,环球信息,http://sk.cri.cn/905.m3u8
574.73ms,CCTV4,http://113.25.252.226:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
574.74ms,甜蜜蜜,https://alimov2.a.kwimgs.com/upic/2022/05/12/08/BMjAyMjA1MTIwODUyNTZfOTU2MzA3MDg4Xzc0MjA5MTk5NTEzXzJfMw==_b_Bed65d2117b15f1124a4a799e7ee95fed.mp4
574.94ms,广东卫视,http://222.134.245.16:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
575.31ms,CCTV3,http://124.116.183.146:9901/tsfile/live/0003_1.m3u8
575.54ms,Sport2U,https://stream9.xdevel.com/video0s976916-1685/stream/playlist_dvr.m3u8
575.57ms,兵团卫视,http://61.178.227.57:9901/tsfile/live/0115_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
575.69ms,Viutv,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
575.70ms,Latino Channel TV (1080p),https://cdn.vegasplus.us/vegas/latch/playlist.m3u8
575.73ms,胜利之舞Dj,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cv9rjm7og65g7nltudt0&ratio=720p&line=0
575.91ms,万载综合,http://ls.qingting.fm/live/273.m3u8
575.93ms,Tropoja,https://live.prostream.al/al/smil:tropojatv.smil/playlist.m3u8
575.95ms,Onda Tv Sicilia,https://5926fc9c7c5b2.streamlock.net/9040/9040/playlist.m3u8
575.96ms,STINGRAY URBAN BEATS「音乐」,http://de1se01.v2beat.live/chunks.m3u8
576.24ms,云南经济广播,http://ls.qingting.fm/live/1927.m3u8
576.25ms,XSPORT PLUS INTERNATIONAL HD,http://ott.watch/stream/E9LDH2ZCN7/332.m3u8
576.26ms,Saab TV Ⓢ,https://cd198.anystream.uk:9092/iqapp/s03btv/playlist.m3u8
576.28ms,非凡新闻欣赏,http://rihou.cc:555/tv/[Hk]非凡新闻
576.40ms,大时代粤壹40,https://cdn9.ryplay9.com/20240922/8275_977c5d78/index.m3u8
576.51ms,南宁交通音乐广播,http://ls.qingting.fm/live/80793.m3u8?aac
576.56ms,女团8,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cjafrsbc77u9f174pvj0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
576.63ms,楚天交通广播,http://ls.qingting.fm/live/1291.m3u8
577.02ms,安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8
577.22ms,El Trece,https://livetrx01.vodgc.net/eltrecetv/index.m3u8
577.41ms,辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
577.78ms,Tele Acras,https://5db313b643fd8.streamlock.net/teleacras/teleacras/playlist.m3u8
577.85ms,江苏卫视,http://222.223.41.27:8888/hls/29/index.m3u8
577.94ms,Leesburg Lakefront TV (Leesburg FL) (720p),https://reflect-lakefront-leesburgflorida.cablecast.tv/live-6/live/live.m3u8
578.00ms,春晚1999,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
578.06ms,NTN,https://cdn15.live-tv.cloud/ua_infinitas_tv/ntn-abr/playlist.m3u8
578.08ms,MBC 대전,http://tv123.cc.cd/live.php?ch=1398&sid=a694da5b49ff7d8be9209b0bd5a5bd46&exp=1788802173&sig=b5c575b700f545dc7913f90c323b52851364d4ca30161056fb409f8d05a7edd6
578.18ms,WCBI (Columbus MI) (720p),https://townnews.g-mana.live/media/4efc62fa-ad0b-445c-a839-4d1e7636988e/main.m3u8
578.37ms,野生白狮(中),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/aa5594a7d44b42768d0b4f2fa3e3651d/1200.m3u8
578.46ms,CCTV9,http://dms.yryyj.site:8188/udp/239.76.246.159:1234
578.47ms,CCTV-3,http://ms.fxim.net:808/hls/3/index.m3u8
578.58ms,Vegas Life TV (1080p),https://cdn.vegasplus.us/vegas/vltv/playlist.m3u8
578.59ms,辽宁影视剧,http://dassby.qqff.top:99/live/辽宁影视剧/index.m3u8
578.68ms,昆明汽车广播 FM95.4,http://ls.qingting.fm/live/1936.m3u8
578.68ms,4 You Tv,https://streamsrv2.nets-sr.com:19360/4youtv/4youtv.m3u8
578.71ms,星弟精选9首(半小时),https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c83jq9bc77ud2ru6t4n0&ratio=720p&line=0
578.72ms,Tele Pace Trento,https://5a1178b42cc03.streamlock.net/telepacetrento/telepacetrento/playlist.m3u8
578.90ms,亮剑之第15集,https://vip.dytt-play.com/20250119/15_9bf31c7f/index.m3u8
578.92ms,云南卫视,http://222.134.245.16:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0%24LR%E2%80%A2IPV4%E3%80%8E%E7%BA%BF%E8%B7%AF35%E3%80%8F
578.93ms,河北生活广播 FM88.8,http://ls.qingting.fm/live/4867.m3u8
578.95ms,翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8
579.06ms,一半疯了,https://txmov2.a.kwimgs.com/upic/2023/06/26/13/BMjAyMzA2MjYxMzEwNDhfMjk4Mjk3ODMxOF8xMDY0ODAxMTIxNTdfMl8z_b_B8c230eb7bad8f8cf5a9baf8c13d7800d.mp4?clientCacheKey=3x8redaakre6nhe_b.mp4&tt=b&di=75b3b1ea&bp=10000
579.12ms,booty music,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000crn1o6nog65mbsvrkdjg&ratio=720p&line=0
579.13ms,TVB DRAMA,http://ysift55.xyz/52TLK6U/TNLMRY9/269830
579.38ms,RÚV 2,https://ruvlive.akamaized.net/out/v1/2ff7673de40f419fa5164498fae89089/index.m3u8
579.49ms,松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
579.57ms,河南卫视,http://182.150.23.74:808/hls/33/index.m3u8
579.60ms,山东卫视,http://222.134.245.16:9901/tsfile/live/0131_1.m3u8
579.70ms,江苏卫视,http://222.134.245.16:9901/tsfile/live/0127_1.m3u8
579.78ms,NBC 10 Providence MA (1080p),https://pubads.g.doubleclick.net/ssai/event/kpannrCBQ5KwdV3Hag3Wog/master.m3u8
579.82ms,青海卫视,http://222.134.245.16:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
579.97ms,Mega,https://cdn15.live-tv.cloud/ua_infinitas_tv/mega-abr/playlist.m3u8
579.99ms,凡人修仙传05,http://jx.999315.xyz/yzzy/20250728/11871_ebc2aa04/index.m3u8
580.05ms,ERT Kids Ⓖ,https://ert-ucdn.broadpeak-aas.com/bpk-tv/ERTKids/default/index.mpd
580.30ms,4E,http://eu2.tv4e.gr:1935/live/myStream.sdp/playlist.m3u8
580.32ms,东方卫视,http://111.8.242.142:9999/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
580.33ms,辽宁卫视,http://dassby.qqff.top:99/live/辽宁卫视高清/index.m3u8
580.39ms,明珠台,http://bziyunshao.synology.me:8890/bysid/2
580.39ms,Tv Campane 1,https://eu1.servers10.com:8081/8032/index.m3u8
580.46ms,BEK TV News (720p),https://cdn3.wowza.com/5/ZWQ1K2NYTmpFbGsr/BEK-WOWZA-1/smil:BEKPRIMEeast.smil/playlist.m3u8
580.49ms,风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
580.60ms,湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8
580.64ms,LGTV (1080p),https://livestream.telvue.com/lexmedia3/f7b44cfafd5c52223d5498196c8a2e7b.sdp/lexmedia3/stream1/playlist.m3u8
580.99ms,保定经典汽车音乐广播,http://ls.qingting.fm/live/2227017.m3u8
581.20ms,襄阳交通广播,http://ls.qingting.fm/live/1307.m3u8
581.30ms,Суспільне Чернівці Ⓢ,http://cdnua05.hls.tv/643/hls/f62d71219200da4130d13b21d23fb23c/4790/stream.m3u8
581.32ms,Vocea Basarabiei,https://media.voceabasarabiei.md/vocea/bitrate_1080p.m3u8
581.42ms,国🔊07意评述,http://rihou.cc:555/tv/07意甲咪评述
581.46ms,女性时尚,http://207.56.13.146:81/cdnlive/nxss.m3u8
581.52ms,余杭新闻,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed?
581.56ms,CBS News,https://dai.google.com/linear/hls/event/Sid4xiTQTkCT1SLu6rjUSQ/master.m3u8
581.66ms,CCTV12,http://222.134.245.16:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
581.72ms,SPECTRUM NEWS 1 CHARLOTTE ,http://ysift55.xyz/52TLK6U/TNLMRY9/1284272
581.75ms,凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.253.134:9000
582.09ms,TVBJ2,http://bziyunshao.synology.me:8890/bysid/82
582.11ms,如履薄冰的北极熊(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f31953326cca4b5e9c5f7e285a5cddb7/1200.m3u8
582.17ms,Contra Costa College TV [Geo-blocked],https://reflect-contra-costa.cablecast.tv/live-7/live/live.m3u8
582.20ms,上视东方影视,http://47.104.178.59:3566/617290047
582.26ms,深圳卫视,http://dms.yryyj.site:8188/udp/239.76.246.188:1234
582.35ms,KiKa Ⓖ,https://kikageohls.akamaized.net/hls/live/2022693/livetvkika_de/master.m3u8
582.43ms,TVL (TV Libera Pistoia),https://oj7lnw79lg82-hls-live.mariatvcdn.it/mariatvcdn/70564e1c6884c007c76f0c128d679eed.sdp/playlist.m3u8
582.54ms,Наша ТВ,https://stream.nasatv.com.mk/hls/nasatv_live.m3u8
582.58ms,海峡卫视,http://2280.eu.org:1234/849119120
582.67ms,吴雨霏-明知做戏,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ce0r8hjc77u3c0th1spg&ratio=720p&line=0
582.80ms,杨千嬅-处处吻,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000crdghifog65nm151qkh0&ratio=720p&line=0
582.83ms,El Nueve,http://45.226.28.9:8085/Live/18e292ea93b66c65c76707f07c489d61/local-canal9.playlist.m3u8
582.88ms,Las Vegas Tonight with Dale Davidson (1080p),https://cdn.vegasplus.us/vegas/lasvegastonight/playlist.m3u8
582.90ms,第一剧场,http://dassby.qqff.top:99/live/第一剧场/index.m3u8
583.03ms,卓依婷1,https://txmov2.a.kwimgs.com/bs3/video-hls/5213198081048286620_hlsb.m3u8
583.08ms,Super Six,https://5db313b643fd8.streamlock.net/SUPERSIXLombardia/SUPERSIXLombardia/playlist.m3u8
583.10ms,SNTV Daljir Ⓢ,https://cd198.anystream.uk:9092/iqapp/s2tve/playlist.m3u8
583.19ms,苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
583.21ms,河北故事广播 FM107.9,http://ls.qingting.fm/live/1645.m3u8
583.27ms,文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8?zzhed
583.33ms,Oxygen Music,https://oxygenmusic.hu:2443/hls/oxygenmusic.m3u8
583.34ms,Oceanside Community Television (KOCT) Education and Government Channel 19 (720p),https://securestream10.champds.com/LIVE/KOCTCALIVE2/KOCTCALIVE2.m3u8
583.60ms,TBN Baltia,http://dc.tbnbaltia.eu:8088/dvr/rewind-21600.m3u8
583.73ms,CCTV7,http://222.134.245.16:9901/tsfile/live/0007_1.m3u8
583.78ms,明珠台,http://o11.163189.xyz/stream/tvb/mzt/
583.79ms,湖北卫视,http://dms.yryyj.site:8188/udp/239.76.246.193:1234
583.89ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8zzhed
584.00ms,Telemax,https://stream-gtlc.telecentro.net.ar/hls/telemaxhls/main.m3u8
584.13ms,凡人修仙传06,http://jx.999315.xyz/yzzy/20250728/16770_742d3c2a/index.m3u8
584.55ms,女团18,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cea1cmjc77u6oags3i6g&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
584.79ms,CBS 12 West Palm Beach FL (WPEC) (1080p),https://linear-692.frequency.stream/dist/stirr/692/hls/master/playlist.m3u8
584.98ms,CNBC,http://tv-213424.ifiesta.net:80/TV-7926745948196/892281004173/220902
585.07ms,湿地有萌兽,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e3c31d84ec7e4035a8501db9df1d140b/1200.m3u8
585.17ms,Fox 25 Boston (WFXT-TV) (1080p) [Geo-blocked],https://pubads.g.doubleclick.net/ssai/event/1kItNgwtQUe54NjjBiiTGg/master.m3u8
585.27ms,SPECTRUM NEWS 1 DAYTON ,http://ysift55.xyz/52TLK6U/TNLMRY9/1284287
585.30ms,山东女主播电台 FM97.5,http://ls.qingting.fm/live/60258.m3u8
585.40ms,张杰4,https://txmov2.a.kwimgs.com/bs3/video-hls/5214042506877152890_hlsb.m3u8
585.52ms,三立新闻,https://d2jc41c1shgcol.cloudfront.net/live/iNEWS/playlist.m3u8
585.57ms,Negocios,https://streaming013.gestec-video.com/hls/negociostv.m3u8
585.65ms,☆无哥骷,https://txmov2.a.kwimgs.com/upic/2023/07/19/01/BMjAyMzA3MTkwMTQ1NDdfMzUwMDUzNzE1MV8xMDgzMTA5ODA0OThfMF8z_b_B5baa776881443bda78efb570c3841f4b.mp4
585.80ms,Radio Monte Kronio Tv (R.M.K.),https://648026e87a75e.streamlock.net/rmktv/rmktv/playlist.m3u8
585.84ms,BBC WORLD NEWS,http://skyfilex.fun/live/249433528395/864483763454/1059.ts
585.88ms,广西卫视,http://222.223.41.27:8888/hls/46/index.m3u8
585.92ms,粤语劲爆串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8ccfd682b29e5010370019960c10c99_258.mp4
585.96ms,王杰-谁明浪子心,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c5knm9rc77uboe0h3rgg&ratio=720p&line=0
586.00ms,Revry LatinX (720p),https://linear-142.frequency.stream/dist/24i/142/hls/master/playlist.m3u8
586.28ms,Telenova,https://64b16f23efbee.streamlock.net/telenova/telenova/playlist.m3u8
586.29ms,Unstoppable,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ce4av3bc77u7mqoje2kg&ratio=720p&line=0
586.42ms,the spectre,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ctv3ntnog65htc7dg9k0&ratio=720p&line=0
586.48ms,周杰伦-告白气球,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000ci86emrc77ualbim8bv0&ratio=720p&line=0
586.50ms,大时代粤壹39,https://cdn9.ryplay9.com/20240922/8276_546fa6ff/index.m3u8
586.55ms,SPECTRUM NEWS 1 PITTSFIELD ,http://ysift55.xyz/52TLK6U/TNLMRY9/1284300
586.61ms,黑龙江卫视,http://222.134.245.16:9901/tsfile/live/0143_1.m3u8
586.62ms,北京卫视,http://dms.yryyj.site:8188/udp/239.76.246.184:1234
586.65ms,è Tv Marche,https://live.ipstream.it/etvmarche/etvmarche.stream/playlist.m3u8
586.81ms,营口新闻综合,http://120.76.248.139/live/bfgd/4200000278.m3u8
586.91ms,太原新闻广播 FM91.2,http://ls.qingting.fm/live/23873.m3u8
586.94ms,Gnomi,https://live.streams.ovh:8081/gnomitv/index.m3u8
587.00ms,太原交通广播 FM107,http://ls.qingting.fm/live/4900.m3u8
587.22ms,厦门音乐广播,http://ls.qingting.fm/live/1739.m3u8
587.28ms,王力宏16首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5205035380900810284_hlsb.m3u8
587.32ms,CCTV13,http://222.169.85.8:9901/tsfile/live/0013_1.m3u8
587.63ms,山东齐鲁卫视,http://222.134.245.16:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
587.66ms,Calabria tv,https://64b16f23efbee.streamlock.net/calabriatv/calabriatv/playlist.m3u8
587.76ms,叶丽仪-上海滩,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c56uiubc77uc6dubb3q0&ratio=720p&line=0
587.99ms,CCTV14,http://113.25.252.226:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
588.06ms,重庆卫视,http://61.178.227.57:9901/tsfile/live/0142_2.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
588.16ms,Vizion Plus,https://tringliveviz.akamaized.net/delta/105/out/u/qwaszxerdfcvrtryuy.m3u8
588.23ms,CCTV-17咪咕,https://live.264788.xyz/channel/cctv17?streamid=faa6e8dcf39e314823d4ca46e5f4a6c8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
588.40ms,南通交通广播,http://ls.qingting.fm/live/2216385.m3u8
588.46ms,凡人修仙传02,http://jx.999315.xyz/yzzy/20250727/16721_6226c5b0/index.m3u8
588.46ms,Canal 26,https://stream-gtlc.telecentro.net.ar/hls/canal26hls/main.m3u8
588.54ms,Epsilon,https://neon.streams.gr:8081/epsilontv/index.m3u8
588.57ms,西藏卫视,http://61.178.227.57:9901/tsfile/live/0111_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
588.58ms,天津卫视,http://182.150.23.74:808/hls/27/index.m3u8
588.65ms,ETV Ⓖ,http://sb.err.ee/live/etv.m3u8
588.88ms,Tele Nord Genova,https://64b16f23efbee.streamlock.net/telenord/telenord/playlist.m3u8
588.90ms,Travel TV,https://5a1178b42cc03.streamlock.net/travel/travel/playlist.m3u8
588.99ms,Greater Love TV (720p),https://rpn.bozztv.com/dvrfl04/itv04019/index.m3u8
589.01ms,SPECTRUM NEWS 1 EL PASO ,http://ysift55.xyz/52TLK6U/TNLMRY9/1284296
589.02ms,TRC Santeramo,https://stream7.livinlive.it/trc/trc/playlist.m3u8
589.21ms,Óčko Ⓢ,https://ocko-live.ssl.cdn.cra.cz/channels/ocko/playlist.m3u8
589.25ms,英语环球,http://sk.cri.cn/am846.m3u8
589.31ms,何必西天万里遥,https://alimov2.a.kwimgs.com/upic/2022/05/16/18/BMjAyMjA1MTYxODQwNThfOTU2MzA3MDg4Xzc0NTcxNTIwNzI4XzJfMw==_b_Bbb84c1cb7fcde72f03256f72ad1e3140.mp4
589.37ms,周慧敏-最爱,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cihdb9rc77uaaibdjvl0&ratio=720p&line=0
589.42ms,CCTV6,http://111.8.242.127:9999/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
589.44ms,CCTV5,https://api.olelive.com/dis/live/CCTV5HD/hls.m3u8
589.57ms,葫芦岛新闻综合,http://120.76.248.139/live/bfgd/4200000284.m3u8
589.58ms,二哥说电影,https://www.goodiptv.club/huya/24969013
589.62ms,MDIIocko,https://ocko-live-dash.ssl.cdn.cra.cz/cra_live2/ocko.stream.1.smil/playlist.m3u8
589.66ms,CCTV6,http://124.116.183.146:9901/tsfile/live/0006_1.m3u8
589.95ms,王心凌-当你,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c567p8bc77u8uc3sp0lg&ratio=720p&line=0
590.28ms,中国村庄,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8
590.32ms,安徽卫视,http://124.116.183.146:9901/tsfile/live/0130_1.m3u8
590.51ms,Rete Oro Tv,https://5926fc9c7c5b2.streamlock.net/9094/9094/playlist.m3u8
590.66ms,大时代粤壹16,https://cdn9.ryplay9.com/20240922/8141_358346c4/index.m3u8
590.70ms,植物王国漫游记,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/fa3ad43978014ff4b64b4bff8914116c/1200.m3u8
590.82ms,CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8
591.14ms,安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8
591.36ms,CCTV3,https://api.olelive.com/dis/live/CCTV3HD/hls.m3u8
591.47ms,颜人中精选36首(1小时),https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000d07m1fnog65i93c1s7qg&ratio=720p&line=0
591.63ms,特种兵之火凤凰,https://live.ottiptv.cc/huya/29982636
591.73ms,Tele Ischia,https://57068da1deb21.streamlock.net/livetv/livetv/playlist.m3u8
591.91ms,MDIIlovetv,https://stream.nasatv.com.mk/lovetv/hls/lovetv_live.m3u8
591.99ms,CCTV12,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8
592.22ms,福建经济生活,https://live.264788.xyz/channel/fujianjingji?streamid=ad4071bd733962e10d9f4a76600a28c0&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
592.24ms,CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
592.35ms,快乐垂钓,http://drive.mxmy.net:8888/udp/239.3.1.164:8001
592.37ms,冬日雪鸮,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1a7b439474b6439c91dc5d5b2cb736d4/1200.m3u8
592.37ms,SBTV,https://live.leveex.hr/hls/live.m3u8
592.59ms,GO-TV Channel,https://6zklxkbbdw9b-hls-live.mariatvcdn.it/msmotor/2f759512164fc6fe4acbed6a5648993a.sdp/playlist.m3u8
592.60ms,都市里的野生家园(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/06ca0e5a61624f11987ba99dc9a8ed64/1200.m3u8
592.71ms,内蒙古卫视,http://111.8.242.127:9999/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
592.85ms,吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
592.86ms,璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
593.03ms,DEFIANCE ,http://ysift55.xyz/52TLK6U/TNLMRY9/277136
593.07ms,新疆卫视,http://111.8.242.142:9999/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
593.08ms,Sesta Rete,https://stream10.xdevel.com/video0s977089-1792/stream/playlist.m3u8
593.14ms,CCTV-8,http://219.147.245.238:25480/newlive/live/hls/9/live.m3u8
593.15ms,Lombardia Tv,https://5db313b643fd8.streamlock.net/lmbiatv/lmbiatv/playlist.m3u8
593.29ms,天津卫视,http://124.116.183.146:9901/tsfile/live/0135_1.m3u8
593.29ms,Al-Sharqiya,https://5d94523502c2d.streamlock.net/home/mystream/playlist.m3u8
593.40ms,连诗雅-好好过,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000chjmaarc77u1lp7ig8c0&ratio=720p&line=0
593.46ms,四川卫视,http://222.169.85.8:9901/tsfile/live/0123_1.m3u8
593.47ms,by2-我知道,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000csm7epnog65it1kgajfg&ratio=720p&line=0
593.76ms,Järviradio TV,https://streamer.radiotaajuus.fi/memfs/47f113bf-04ea-493b-a9d4-52945fd9db31.m3u8
593.81ms,今天演唱会四,http://rihou.cc:555/tv/[mv]今日演四
593.91ms,辽宁卫视,http://59.39.89.130:60901/tsfile/live/0125_13.m3u8?key=txiptv&playlive=1&authid=0
594.02ms,爱情公寓,https://live.metshop.top/douyu/2838296
594.29ms,Tv Luna Napoli,https://diretta.arcapuglia.it:8080/live/teleluna/index.m3u8
594.30ms,内蒙古卫视,http://182.150.23.74:808/hls/37/index.m3u8
594.71ms,连山区综合,http://120.76.248.139/live/bfgd/4200000491.m3u8
594.79ms,木子電影V,https://live.metshop.top/huya/27314057
594.85ms,MDIIjazztv,https://stream.nasatv.com.mk/jazztv/hls/jazztv_live.m3u8
594.94ms,91NRG,http://tv.nrg91.gr:1935/onweb/live/master.m3u8
594.99ms,民视新闻欣赏,http://rihou.cc:555/tv/[Hk]民视新闻
595.06ms,辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8
595.10ms,张学友《2016年学友经典台北演唱会 完整版》,https://vd4.bdstatic.com/mda-nmn72w34juavvyx6/576p/h264/1671772109003214938/mda-nmn72w34juavvyx6.mp4
595.26ms,周柏豪-够钟,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cmbebvbc77u6p4blmqtg&ratio=720p&line=0
595.32ms,四海钓鱼,http://120.76.248.139/live/bfgd/4200000229.m3u8
595.44ms,贵州卫视,http://182.150.23.74:808/hls/26/index.m3u8
595.46ms,SPECTRUM NEWS 1 LOUISVILLE ,http://ysift55.xyz/52TLK6U/TNLMRY9/1284280
595.85ms,TV Syd+,https://cdn.jwplayer.com/live/broadcast/bcZFHqNK.m3u8
596.01ms,电影间谍,https://www.goodiptv.club/huya/16149609
596.08ms,丛林勇士之战(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c02959d3f2b14d3abf05ec017179c964/1200.m3u8
596.11ms,深圳卫视,http://61.178.227.57:9901/tsfile/live/0126_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
596.12ms,辽宁生活,http://dassby.qqff.top:99/live/辽宁生活/index.m3u8
596.12ms,Now新闻欣赏,http://rihou.cc:555/tv/[Hk]Now新闻
596.15ms,Kanal 5 Ⓢ Ⓖ,https://teve.mk/tvstanici/2/playlist.m3u8
