白名单,#genre#
http://kds.shanxixr.com/migu01.txt,#genre#
http://is.is-great.org/i/0885557.txt,#genre#
CCTV5p,http://api.mytv666.top/api/qwt.php?t=央视频道&id=CCTV5p
CGTN英语,http://api.mytv666.top/api/qwt.php?t=央视频道&id=CGTN英语
CGTN记录,http://api.mytv666.top/api/qwt.php?t=央视频道&id=CGTN记录
CGTN西语,http://api.mytv666.top/api/qwt.php?t=央视频道&id=CGTN西语
CGTN法语,http://api.mytv666.top/api/qwt.php?t=央视频道&id=CGTN法语
CGTN阿语,http://api.mytv666.top/api/qwt.php?t=央视频道&id=CGTN阿语
CGTN俄语,http://api.mytv666.top/api/qwt.php?t=央视频道&id=CGTN俄语
CCTV少儿,http://api.mytv666.top/api/qwt.php?t=少儿频道&id=CCTV少儿


https://115.190.105.236/vip/qwt.m3u,#genre#
https://115.190.105.236/vip/vip.m3u,#genre#
https://live.catvod.com/mq.php?catvod.com=m3u,#genre#
<scriptdefersrc="https://static.cloudflareinsights.com/beacon.min.js/vcd15cbe7772f49c399c6a5babf22c1241717689176015"integrity="sha512-ZpsOmlRQV6y907TI0dKBHq9Md29nnaEIPlkf84rnaERnq6zvWvPUqr2ft8M1aS28oN72PdrCzSjY4U6VaAw1EQ=="data-cf-beacon='{"version":"2024.11.0","token":"d0e3129d913346389402a34f062dee92"


http://183.189.97.61:35455/tv.m3u,#genre#
http://115.190.105.236:35455/tv.m3u,#genre#
https://since1986.fun/epg/mix.m3u,#genre#
http://rihou.cc:555/gggg.nzk,#genre#
10-07NBA季前赛🏀📡,http://lxajh.top/tv/douyu.php?id=11531165
07:30热火🆚雄鹿,https://suo.yt/a3xFctm
新华社快看播,https://pull-flv-f26.douyincdn.com/media/stream-118089753618547372.flv?arch_hrchy=w1&exp_hrchy=w1&expire=68ec50cb&major_anchor_level=common&sign=ff27b95a8162f64bb6f9f7f618d66141&t_id=037-20251006090723375C594C628EF0D0358E-S09ovs&unique_id=stream-118089753618547372_684_flv&abr_pts=-800&_session_id=037-20251006090723375C594C628EF0D0358E-S09ovs.1759712844190.83418&rsi=1
海南交通抖播,https://pull-flv-f26.douyincdn.com/media/stream-118080745867575980.flv?arch_hrchy=w1&exp_hrchy=w1&expire=68eb0878&major_anchor_level=common&sign=7b26b8754a129bc9706e2ce8c0bc2be7&t_id=037-202510050946328ED192D8A2845D83B4F4-jErf2H&unique_id=stream-118080745867575980_684_flv&_session_id=376-202510050946328311921949C36CC5EDFE.1759628792831.33256&rsi=0&abr_pts=-800
深圳新闻抖播,https://pull-flv-f26.douyincdn.com/media/stream-694538728995029676.flv?arch_hrchy=w1&exp_hrchy=w1&expire=68eb0976&major_anchor_level=common&sign=1b70efcc87d11309c96b0505dddc3f0d&t_id=037-202510050950450CEE3E3A87999572E1FA-VNitIM&unique_id=stream-694538728995029676_684_flv&_session_id=655-202510050950461944628383DBBFC150A9.1759629046194.04957&rsi=0&abr_pts=-800
第一现场抖播,https://pull-f3.douyincdn.com/media/stream-118086498905752236.flv?arch_hrchy=w1&auth_key=1760232078-0-0-c20cbbbc6e9f025d4e0b95eeb8d7cc21&exp_hrchy=w1&major_anchor_level=common&t_id=037-202510050951188F2B4A1FEC9655E74559-N9hj3q&unique_id=stream-118086498905752236_684_flv&_session_id=287-2025100509511892643997721565713E77.1759629078926.53104&rsi=0&abr_pts=-800
羊城晚报抖播,https://pull-flv-f26.douyinliving.com/media/stream-406317423940076370.flv?arch_hrchy=s2&expire=68ec4fff&major_anchor_level=vip&s_anchor=1&sign=141d57a96387e2f9c83490ceea85c44f&t_id=037-20251006090359912443B33985D9DA3CA1-SlVrOY&unique_id=stream-406317423940076370_850_flv&abr_pts=-800&_session_id=037-20251006090359912443B33985D9DA3CA1-SlVrOY.1759712640168.38563&rsi=1
广州综合抖播,https://220-160-36-188.bytefcdnrd.com/media/stream-406319036367110828.flv?302_type=extreme_cold_aggr&302_type_code=04&_session_id=037-2025100609014379343973766BB0A9B878-D8RLLa.1759712513946.26243&arch_hrchy=w1&domain=pull-hs-f5.flive.douyincdn.com&enable_pts_align=1&exp_hrchy=w1&expire=1760317303&fp_user_url=https%3A%2F%2Fpull-hs-f5.flive.douyincdn.com%2Fmedia%2Fstream-406319036367110828.flv%3Farch_hrchy%3Dw1&exp_hrchy=w1&expire=1760317303&major_anchor_level=common&sign=0ba5d5ca94ef560cad3e7d723a20599a&t_id=037-2025100609014379343973766BB0A9B878-D8RLLa&unique_id=stream-406319036367110828_684_flv&volcSecret=0ba5d5ca94ef560cad3e7d723a20599a&volcTime=1760317303&hls_redirect_domain=bytefcdnrd.com&major_anchor_level=common&manage_ip=&node_id=&pro_type=http2&redirect_from=pod.cn-p9e7r8.gy24.nss&redirect_to=fc.cn-qkfeso&redirect_to_ip=220.160.36.188&sign=0ba5d5ca94ef560cad3e7d723a20599a&t_id=037-2025100609014379343973766BB0A9B878-D8RLLa&unique_id=stream-406319036367110828_684_flv&vhost=push-rtmp-hs-f5.douyincdn.com&volcSecret=0ba5d5ca94ef560cad3e7d723a20599a&volcTime=1760317303&abr_pts=-800&rsi=1
佛山新闻抖播,https://pull-f3.douyincdn.com/media/stream-118059780924768940.flv?arch_hrchy=w1&auth_key=1760232183-0-0-34651deda39eda5496e57143ab32c6cc&exp_hrchy=w1&major_anchor_level=common&t_id=037-202510050953029127296D99EA534477E0-AXsSgV&unique_id=stream-118059780924768940_684_flv&_session_id=499-202510050953033315936749459DA32F46.1759629183331.77929&rsi=0&abr_pts=-800
九派新闻抖播,https://pull-flv-f1.douyinliving.com/media/stream-118087143285588818.flv?arch_hrchy=s2&keeptime=00093a80&major_anchor_level=vip&s_anchor=1&t_id=037-20251006090530808FF890F2C8C997D6E3-hgJCC4&unique_id=stream-118087143285588818_850_flv&wsSecret=a8fbc63cadaf16a2d00e9f3bf7e5e34f&wsTime=68e315db&abr_pts=-800&_session_id=037-20251006090530808FF890F2C8C997D6E3-hgJCC4.1759712731525.34359&rsi=1
羊城晚报抖播,video://https://live.douyin.com/407988073436
九派新闻抖播,video://https://live.douyin.com/288769886743
赛事睛彩竞技,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011528&/PLTV/&
赛事睛彩竞技,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011530&/PLTV/&
赛事睛彩篮球,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011529&/PLTV/&
赛事睛彩篮球,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011531&/PLTV/&
赛事睛彩青少,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011525&/PLTV/&
赛事睛彩青少,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000031315&/PLTV/&
赛事睛彩广场,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011523&/PLTV/&
赛事睛彩广场,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011524&/PLTV/&
赛事咪咕播01,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000005308&/PLTV/&
赛事咪咕播02,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000005969&/PLTV/&
赛事咪咕播03,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000007218&/PLTV/&
赛事咪咕播04,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000008001&/PLTV/&
赛事咪咕播05,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000008176&/PLTV/&
赛事咪咕播06,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000008379&/PLTV/&
赛事咪咕播07,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000010129&/PLTV/&
赛事咪咕播08,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000010948&/PLTV/&
赛事咪咕播09,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000028638&/PLTV/&
赛事咪咕播10,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000031494&/PLTV/&
赛事咪咕播11,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000000097&/PLTV/&
赛事咪咕播12,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000002019&/PLTV/&
赛事咪咕播13,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000002809&/PLTV/&
赛事咪咕播14,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000003915&/PLTV/&
赛事咪咕播15,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000004193&/PLTV/&
赛事咪咕播16,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000005837&/PLTV/&
赛事咪咕播17,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000006077&/PLTV/&
赛事咪咕播18,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000006658&/PLTV/&
赛事咪咕播19,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000009788&/PLTV/&
赛事咪咕播20,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000010833&/PLTV/&
赛事咪咕播21,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000011297&/PLTV/&
赛事咪咕播22,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000011518&/PLTV/&
赛事咪咕播23,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000012558&/PLTV/&
赛事咪咕播25,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015470&/PLTV/&
赛事咪咕播26,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015560&/PLTV/&
赛事咪咕播27,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000019839&/PLTV/&
赛事咪咕播28,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000021904&/PLTV/&
赛事咪咕播29,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000023434&/PLTV/&
赛事咪咕播30,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000025380&/PLTV/&
赛事咪咕播31,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000027691&/PLTV/&
赛事咪咕播32,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000031669&/PLTV/&
赛事咪咕播33,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011518&/PLTV/&
赛事咪咕播35,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011520&/PLTV/&
赛事咪咕播36,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011521&/PLTV/&
赛事咪咕播37,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011522&/PLTV/&
赛事咪咕播4k,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000005180&/PLTV/&
赛事至臻视界,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015686&/PLTV/&
CCTV2咪咕,http://go.bkpcp.top/mg/cctv2
CCTV7咪咕,http://go.bkpcp.top/mg/cctv7
CCTV13咪咕,http://go.bkpcp.top/mg/cctv13
CCTV16咪咕,http://go.bkpcp.top/mg/cctv16
CGTN-西咪咕,http://go.bkpcp.top/mg/cgtne
CGTN-阿咪咕,http://go.bkpcp.top/mg/cgtna
CGTN-法咪咕,http://go.bkpcp.top/mg/cgtnf
北京卫视咪咕,http://go.bkpcp.top/mg/bjws
东方卫视咪咕,http://go.bkpcp.top/mg/dfws
浙江卫视咪咕,http://go.bkpcp.top/mg/zjws
江苏卫视咪咕,http://go.bkpcp.top/mg/jsws
湖南卫视咪咕,http://go.bkpcp.top/mg/hunws
广东卫视咪咕,http://go.bkpcp.top/mg/gdws
深圳卫视咪4k,http://go.bkpcp.top/mg/szws
山东卫视咪咕,http://go.bkpcp.top/mg/sdws
河南卫视咪咕,http://go.bkpcp.top/mg/hnws
海南卫视咪咕,http://go.bkpcp.top/mg/hinws
陕西卫视咪咕,http://go.bkpcp.top/mg/sxws
兵团卫视咪咕,http://go.bkpcp.top/mg/btws
黑龙江视咪咕,http://go.bkpcp.top/mg/hljws
CCTV2咪咕,http://j.s.bkpcp.top/jj/cctv2
CCTV7咪咕,http://j.s.bkpcp.top/jj/cctv7
CCTV13咪咕,http://j.s.bkpcp.top/jj/cctv13
CCTV16咪咕,http://j.s.bkpcp.top/jj/cctv16
CGTN-西咪咕,http://j.s.bkpcp.top/jj/cgtne
CGTN-阿咪咕,http://j.s.bkpcp.top/jj/cgtna
CGTN-法咪咕,http://j.s.bkpcp.top/jj/cgtnf
北京卫视咪咕,http://j.s.bkpcp.top/jj/bjws
东方卫视咪咕,http://j.s.bkpcp.top/jj/dfws
浙江卫视咪咕,http://j.s.bkpcp.top/jj/zjws
江苏卫视咪咕,http://j.s.bkpcp.top/jj/jsws
湖南卫视咪咕,http://j.s.bkpcp.top/jj/hunws
广东卫视咪咕,http://j.s.bkpcp.top/jj/gdws
深圳卫视咪4k,http://j.s.bkpcp.top/jj/szws
山东卫视咪咕,http://j.s.bkpcp.top/jj/sdws
河南卫视咪咕,http://j.s.bkpcp.top/jj/hnws
海南卫视咪咕,http://j.s.bkpcp.top/jj/hinws
陕西卫视咪咕,http://j.s.bkpcp.top/jj/sxws
兵团卫视咪咕,http://j.s.bkpcp.top/jj/btws
黑龙江视咪咕,http://j.s.bkpcp.top/jj/hljws
CCTV2咪咕,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV7咪咕,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV13咪咕,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV16咪咕,http://t.061899.xyz/tl/tl.php?id=cctv16
北京卫视咪咕,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视咪咕,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视咪咕,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视咪咕,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视咪咕,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视咪咕,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sdws
辽宁卫视咪咕,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hnws
四川卫视咪咕,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视咪咕,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gzws
广西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gxws
海南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视咪咕,http://t.061899.xyz/tl/tl.php?id=qhws
宁夏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=nxws
陕西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sxws
甘肃卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gsws
新疆卫视咪咕,http://t.061899.xyz/tl/tl.php?id=xjws
西藏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=xzws
黑龙江视咪咕,http://t.061899.xyz/tl/tl.php?id=hljws
志愿军三HDtc,http://jx.999315.xyz/ffzy/20251002/45987_4fcd88ed/index.m3u8
Plus综合风云,http://iptv.4666888.xyz/iptv2A.php?id=TVBPLUS
凤凰中文风云,http://iptv.4666888.xyz/iptv2A.php?id=凤凰中文
凤凰资讯风云,http://iptv.4666888.xyz/iptv2A.php?id=凤凰资讯
凤凰香港风云,http://iptv.4666888.xyz/iptv2A.php?id=凤凰香港
中天新闻风云,http://iptv.4666888.xyz/iptv2A.php?id=中天新闻
中天新闻频高,rtmp://hc.siqianginfo.com/live/yifatv-ztxw01
中天新闻频加,rtmp://hc.siqianginfo.com/live/yifatv-ztxw02
Now新闻风云,http://iptv.4666888.xyz/iptv2A.php?id=NOW新闻
无线翡翠风云,http://iptv.4666888.xyz/iptv2A.php?id=TVB翡翠
无线明珠风云,http://iptv.4666888.xyz/iptv2A.php?id=TVB明珠
无线千禧风云,http://iptv.4666888.xyz/iptv2A.php?id=TVB千禧经典
无线一台风云,http://iptv.4666888.xyz/iptv2A.php?id=TVB1
无线综台风云,http://iptv.4666888.xyz/iptv2A.php?id=TVBJ1
VIUTV'粤风云,http://iptv.4666888.xyz/iptv2A.php?id=VIUTV
tvbs台剧风云,http://iptv.4666888.xyz/iptv2A.php?id=TVBS台剧
三立都会风云,http://iptv.4666888.xyz/iptv2A.php?id=综艺玩很大
纬来戏剧风云,http://iptv.4666888.xyz/iptv2A.php?id=纬来戏剧
星空卫视风云,http://iptv.4666888.xyz/iptv2A.php?id=星空卫视
重温经典风云,http://iptv.4666888.xyz/iptv2A.php?id=重温经典
八度空间风云,http://iptv.4666888.xyz/iptv2A.php?id=八度空间
爱奇艺频风云,http://iptv.4666888.xyz/iptv2A.php?id=爱奇艺
Plus综合美节,https://cdn6.101.qzz.io/163189/tvbp
凤凰中文美节,https://cdn6.101.qzz.io/163189/fhzw
凤凰资讯美节,https://cdn6.101.qzz.io/163189/fhzx
凤凰香港美节,https://cdn6.101.qzz.io/163189/fhhk
无线新闻美节,https://cdn6.101.qzz.io/163189/wxxw
无线翡翠美节,https://cdn6.101.qzz.io/163189/fct
无线翡翠美节,https://mytv.cdn.loc.cc/o12.php?id=fct
无线明珠美节,https://mytv.cdn.loc.cc/o12.php?id=mzt
无线星河美节,https://cdn6.101.qzz.io/163189/tvbxh
澳视澳门美节,https://cdn6.101.qzz.io/163189/asam
VIUTV'粤美节,https://cdn.163189.xyz/163189/viu
新视觉hd频道,http://120.76.248.139/live/bfgd/4200000249.m3u8
北京卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.51:5140
湖南卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.63:5140
浙江卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.65:5140
江苏卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.64:5140
东方卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.67:5140
广东卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.103:5140
深圳卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.104:5140
四川卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.62:5140
山东卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.66:5140
北京卫视频4k,http://49.235.65.250:600/beijing/beijing.php?id=bjws4k
苏州4k频道超,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4k频道超,https://event.pull.hebtv.com:443/live/live101.m3u8
东极岛国语hd,http://jx.999315.xyz/yzzy/20251004/1208_a58149d3/index.m3u8
戏台国语超hd,http://jx.999315.xyz/yzzy/20250912/1627_97d01458/index.m3u8
浪浪山小妖hd,https://vodcnd10.rsfcxq.com/20250824/oJJqywWX/index.m3u8
2025-9-3阅兵,http://jx.999315.xyz/yzzy/20250903/20785_ad349260/index.m3u8
正义必胜晚会,http://jx.999315.xyz/yzzy/20250905/21018_6395ac11/index.m3u8
阅兵装备详解,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bc3d97bc5b9e4f037001991f54f4f9_258.mp4
朝鲜视角阅兵,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be81aabc2e7a4f03700199282ce8e4_258.mp4
庆余年一轮播,http://cfss.cc/cdn/hy/11352960.m3u8
庆余年二轮播,http://cfss.cc/cdn/hy/23740156.m3u8
96笑傲江湖粤,http://lxajh.top/tv/douyu.php?id=8912325
传闻中的芊芊,http://cfss.cc/cdn/hy/21059608.m3u8
如懿传电视剧,http://cfss.cc/cdn/hy/29465868.m3u8
延禧攻略轮播,http://cfss.cc/cdn/hy/26355864.m3u8
柳舟记电视剧,http://cfss.cc/cdn/hy/23860039.m3u8
我爱男保姆播,http://cfss.cc/cdn/hy/29581262.m3u8
渗透电视轮播,http://cfss.cc/cdn/hy/30080244.m3u8
亮剑电视轮播,http://cfss.cc/cdn/hy/30080238.m3u8
雪豹电视轮播,http://cfss.cc/cdn/hy/29580970.m3u8
脱口秀大会肆,http://cfss.cc/cdn/hy/30080243.m3u8
粤语星爷电影,http://cfss.cc/cdn/hy/11336587.m3u8
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.94:8012%24%E5%B1%B1%E8%A5%BFuni2+
家庭影院频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.240:9820%24%E5%B1%B1%E8%A5%BFuni2+
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
一笑随歌01集,http://jx.999315.xyz/yzzy/20251002/17812_8a5d6782/index.m3u8
一笑随歌02集,http://jx.999315.xyz/yzzy/20251002/17813_b5f0eccb/index.m3u8
一笑随歌03集,http://jx.999315.xyz/yzzy/20251002/17814_acdc2bed/index.m3u8
一笑随歌04集,http://jx.999315.xyz/yzzy/20251002/3932_c56a022b/index.m3u8
一笑随歌05集,http://jx.999315.xyz/yzzy/20251002/3933_298f5874/index.m3u8
一笑随歌06集,http://jx.999315.xyz/yzzy/20251002/3934_f8f122d5/index.m3u8
一笑随歌07集,http://jx.999315.xyz/yzzy/20251003/1142_8ce6790c/index.m3u8
一笑随歌08集,http://jx.999315.xyz/yzzy/20251003/1143_208e43f0/index.m3u8
一笑随歌09集,http://jx.999315.xyz/yzzy/20251004/4226_82edc5c9/index.m3u8
一笑随歌10集,http://jx.999315.xyz/yzzy/20251004/4227_aafd8346/index.m3u8
一笑随歌11集,http://jx.999315.xyz/yzzy/20251005/1486_86df7dcf/index.m3u8
一笑随歌12集,http://jx.999315.xyz/yzzy/20251005/1487_6d3a1e06/index.m3u8
一笑随歌13集,http://jx.999315.xyz/yzzy/20251006/1521_253f7b5d/index.m3u8
一笑随歌14集,http://jx.999315.xyz/yzzy/20251006/1522_3fb451ca/index.m3u8
沉默的荣耀01,http://jx.999315.xyz/yzzy/20250930/17683_08474286/index.m3u8
沉默的荣耀02,http://jx.999315.xyz/yzzy/20250930/17684_0023daa5/index.m3u8
沉默的荣耀03,http://jx.999315.xyz/yzzy/20250930/744_0537fb40/index.m3u8
沉默的荣耀04,http://jx.999315.xyz/yzzy/20250930/745_5f0f5e5f/index.m3u8
沉默的荣耀05,http://jx.999315.xyz/yzzy/20251001/3840_dfa037a5/index.m3u8
沉默的荣耀06,http://jx.999315.xyz/yzzy/20251001/3841_7da18d03/index.m3u8
沉默的荣耀07,http://jx.999315.xyz/yzzy/20251002/1073_390e9825/index.m3u8
沉默的荣耀08,http://jx.999315.xyz/yzzy/20251002/1074_708f3cf8/index.m3u8
沉默的荣耀09,http://jx.999315.xyz/yzzy/20251003/18225_2890f648/index.m3u8
沉默的荣耀10,http://jx.999315.xyz/ffzy/20251003/46035_ef591ef2/index.m3u8
沉默的荣耀11,http://jx.999315.xyz/yzzy/20251004/4231_dd1016d6/index.m3u8
沉默的荣耀12,http://jx.999315.xyz/yzzy/20251004/4232_3b24156a/index.m3u8
沉默的荣耀13,http://jx.999315.xyz/yzzy/20251005/4385_65f148c8/index.m3u8
沉默的荣耀14,http://jx.999315.xyz/yzzy/20251005/4386_4bb948d5/index.m3u8
许我耀眼01集,http://jx.999315.xyz/yzzy/20250926/16647_b338e58b/index.m3u8
许我耀眼02集,http://jx.999315.xyz/yzzy/20250926/16648_8b43e1b8/index.m3u8
许我耀眼03集,http://jx.999315.xyz/yzzy/20250926/16649_bd896f3d/index.m3u8
许我耀眼04集,http://jx.999315.xyz/yzzy/20250926/208_091d584f/index.m3u8
许我耀眼05集,http://jx.999315.xyz/yzzy/20250927/3431_84c2d486/index.m3u8
许我耀眼06集,http://jx.999315.xyz/yzzy/20250927/308_a8c88a00/index.m3u8
许我耀眼07集,http://jx.999315.xyz/yzzy/20250928/17211_cd6bc4ee/index.m3u8
许我耀眼08集,http://jx.999315.xyz/yzzy/20250928/535_33e8075e/index.m3u8
许我耀眼09集,http://jx.999315.xyz/yzzy/20250929/3666_1ea97de8/index.m3u8
许我耀眼10集,http://jx.999315.xyz/yzzy/20250929/17424_b8495c24/index.m3u8
许我耀眼11集,http://jx.999315.xyz/yzzy/20250930/3748_aaaccd27/index.m3u8
许我耀眼12集,http://jx.999315.xyz/yzzy/20250930/748_e49b8b40/index.m3u8
许我耀眼13集,http://jx.999315.xyz/yzzy/20251001/850_1efa39bc/index.m3u8
许我耀眼14集,http://jx.999315.xyz/yzzy/20251001/851_92fb0c6d/index.m3u8
许我耀眼15集,http://jx.999315.xyz/ffzy/20251002/27835_f1fe81fa/index.m3u8
许我耀眼16集,http://jx.999315.xyz/yzzy/20251002/3997_abec16f4/index.m3u8
许我耀眼17集,http://jx.999315.xyz/yzzy/20251003/18222_b043fb07/index.m3u8
许我耀眼18集,http://jx.999315.xyz/yzzy/20251003/1149_09c6c378/index.m3u8
许我耀眼19集,http://jx.999315.xyz/yzzy/20251004/1276_fb60d411/index.m3u8
许我耀眼20集,http://jx.999315.xyz/yzzy/20251004/1283_018b59ce/index.m3u8
许我耀眼21集,http://jx.999315.xyz/yzzy/20251005/4382_9bab7341/index.m3u8
许我耀眼22集,http://jx.999315.xyz/yzzy/20251005/18404_94858b31/index.m3u8
